"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Baldwin",2021,280,264,16,0,0,0,0,61,48,35,0,0,221,59,0
"Alabama","Clay",2021,110,101,9,0,0,0,0,67,47,27,0,0,0,110,0
"Alabama","DeKalb",2021,361,331,30,0,0,0,0,84,49,36,0,0,320,41,0
"Alabama","Elmore",2021,241,238,3,0,0,0,0,87,44,32,0,0,241,0,0
"Alabama","Etowah",2021,286,253,33,0,0,0,0,77,51,36,0,0,213,73,0
"Alabama","Jefferson",2021,365,174,186,3,2,0,0,179,77,51,0,1,83,280,1
"Alabama","Lawrence",2021,42,41,1,0,0,0,0,55,43,20,0,0,0,42,0
"Alabama","Madison",2021,357,269,86,2,0,0,0,105,58,41,0,0,119,225,13
"Alabama","Mobile",2021,361,270,91,0,0,0,0,81,57,44,0,0,78,283,0
"Alabama","Montgomery",2021,354,294,60,0,0,0,0,93,55,37,0,0,151,203,0
"Alabama","Morgan",2021,365,293,72,0,0,0,0,96,58,39,0,0,119,246,0
"Alabama","Russell",2021,364,285,76,3,0,0,0,142,60,38,0,0,103,261,0
"Alabama","Shelby",2021,243,231,12,0,0,0,0,77,48,35,0,0,243,0,0
"Alabama","Sumter",2021,355,338,17,0,0,0,0,68,45,29,0,0,166,189,0
"Alabama","Tuscaloosa",2021,281,265,16,0,0,0,0,90,46,31,0,0,204,77,0
"Alaska","Aleutians East ",2021,51,51,0,0,0,0,0,38,21,11,0,0,0,51,0
"Alaska","Anchorage ",2021,365,313,50,2,0,0,0,132,53,22,2,0,0,244,119
"Alaska","Denali ",2021,363,360,3,0,0,0,0,74,41,33,0,0,363,0,0
"Alaska","Fairbanks North Star ",2021,365,254,77,21,13,0,0,179,97,35,0,0,99,264,2
"Alaska","Juneau ",2021,357,331,26,0,0,0,0,88,42,15,0,0,0,350,7
"Alaska","Kenai Peninsula ",2021,50,50,0,0,0,0,0,29,16,7,0,0,0,50,0
"Alaska","Matanuska-Susitna ",2021,350,319,28,2,1,0,0,160,47,12,0,0,0,274,76
"Alaska","North Slope ",2021,48,48,0,0,0,0,0,21,15,5,0,0,0,48,0
"Arizona","Apache",2021,358,355,3,0,0,0,0,88,26,13,0,0,0,22,336
"Arizona","Cochise",2021,365,259,104,2,0,0,0,105,60,45,0,0,308,0,57
"Arizona","Coconino",2021,365,269,96,0,0,0,0,93,64,45,0,0,364,1,0
"Arizona","Gila",2021,365,240,115,8,2,0,0,180,80,45,0,0,345,0,20
"Arizona","La Paz",2021,362,257,104,0,1,0,0,187,71,45,0,0,357,1,4
"Arizona","Maricopa",2021,365,15,125,91,61,73,0,272,213,122,0,1,298,18,48
"Arizona","Mohave",2021,363,360,2,0,1,0,0,156,34,19,0,0,0,0,363
"Arizona","Navajo",2021,365,293,71,1,0,0,0,101,61,44,0,0,338,0,27
"Arizona","Pima",2021,365,143,208,13,0,0,1,315,85,53,0,0,200,58,107
"Arizona","Pinal",2021,365,80,240,44,1,0,0,166,105,69,0,0,153,20,192
"Arizona","Santa Cruz",2021,358,215,141,1,1,0,0,166,70,43,0,0,0,213,145
"Arizona","Yavapai",2021,331,302,29,0,0,0,0,64,50,44,0,0,331,0,0
"Arizona","Yuma",2021,365,231,128,5,1,0,0,170,71,46,0,0,229,71,65
"Arkansas","Arkansas",2021,120,106,14,0,0,0,0,73,52,30,0,0,0,120,0
"Arkansas","Ashley",2021,120,104,16,0,0,0,0,61,53,31,0,0,0,120,0
"Arkansas","Clark",2021,338,328,10,0,0,0,0,90,45,32,0,0,338,0,0
"Arkansas","Crittenden",2021,365,294,67,4,0,0,0,122,58,40,0,7,196,162,0
"Arkansas","Garland",2021,120,96,24,0,0,0,0,77,55,34,0,0,0,120,0
"Arkansas","Jackson",2021,120,101,19,0,0,0,0,84,55,29,0,0,0,120,0
"Arkansas","Newton",2021,365,349,16,0,0,0,0,74,47,35,0,0,361,4,0
"Arkansas","Polk",2021,360,322,38,0,0,0,0,92,51,38,0,0,315,45,0
"Arkansas","Pulaski",2021,365,213,150,2,0,0,0,112,70,47,0,6,102,257,0
"Arkansas","Union",2021,116,92,24,0,0,0,0,71,54,36,0,0,0,116,0
"Arkansas","Washington",2021,365,269,95,1,0,0,0,119,62,41,0,0,209,156,0
"California","Alameda",2021,365,223,132,9,1,0,0,151,68,45,0,8,177,180,0
"California","Amador",2021,365,307,54,4,0,0,0,133,67,37,0,0,365,0,0
"California","Butte",2021,365,198,136,18,11,2,0,233,90,48,0,0,222,140,3
"California","Calaveras",2021,364,264,91,6,3,0,0,171,76,44,0,0,257,107,0
"California","Colusa",2021,365,209,140,9,7,0,0,199,73,46,0,0,81,265,19
"California","Contra Costa",2021,365,255,105,5,0,0,0,150,67,42,0,0,217,148,0
"California","Del Norte",2021,308,290,18,0,0,0,0,69,45,24,0,0,0,308,0
"California","El Dorado",2021,365,248,96,16,3,1,1,385,93,43,0,0,358,0,7
"California","Fresno",2021,365,102,182,64,16,1,0,278,129,67,0,1,186,160,18
"California","Glenn",2021,365,282,68,9,6,0,0,181,61,39,0,0,235,114,16
"California","Humboldt",2021,365,353,12,0,0,0,0,60,40,28,12,0,234,60,59
"California","Imperial",2021,365,113,223,22,4,1,2,442,97,58,0,1,161,65,138
"California","Inyo",2021,365,131,191,25,13,2,3,552,115,58,0,0,181,153,31
"California","Kern",2021,365,65,172,98,28,1,1,316,146,84,0,0,186,158,21
"California","Kings",2021,365,113,201,40,10,0,1,666,109,61,0,0,139,139,87
"California","Lake",2021,356,350,5,0,1,0,0,156,43,33,0,0,341,13,2
"California","Los Angeles",2021,365,40,228,70,26,1,0,281,143,77,0,25,166,167,7
"California","Madera",2021,365,157,173,28,7,0,0,194,100,56,0,0,237,103,25
"California","Marin",2021,365,313,52,0,0,0,0,87,54,34,0,6,209,150,0
"California","Mariposa",2021,365,212,122,24,7,0,0,161,97,47,0,0,327,38,0
"California","Mendocino",2021,365,273,84,6,2,0,0,176,65,38,0,0,144,220,1
"California","Merced",2021,365,184,148,31,2,0,0,162,100,50,0,0,247,113,5
"California","Mono",2021,364,279,59,12,11,0,3,2723,82,21,0,0,0,228,136
"California","Monterey",2021,365,321,44,0,0,0,0,80,52,37,0,0,239,108,18
"California","Napa",2021,140,127,13,0,0,0,0,77,50,38,1,0,101,38,0
"California","Nevada",2021,365,221,91,34,15,4,0,288,115,45,0,0,240,125,0
"California","Orange",2021,365,201,146,18,0,0,0,148,85,49,0,10,210,140,5
"California","Placer",2021,365,165,152,30,11,5,2,448,115,54,0,0,261,102,2
"California","Plumas",2021,365,123,158,37,26,14,7,436,165,63,0,0,0,365,0
"California","Riverside",2021,365,35,194,89,44,2,1,332,158,88,0,0,203,112,50
"California","Sacramento",2021,365,189,139,31,5,0,1,316,101,50,0,0,242,119,4
"California","San Benito",2021,365,321,44,0,0,0,0,100,54,40,0,0,340,18,7
"California","San Bernardino",2021,365,42,178,72,61,11,1,487,172,87,0,16,215,119,15
"California","San Diego",2021,365,98,251,16,0,0,0,133,90,64,0,4,217,141,3
"California","San Francisco",2021,365,310,55,0,0,0,0,84,55,36,0,13,212,140,0
"California","San Joaquin",2021,365,178,171,15,1,0,0,153,84,51,0,0,170,165,30
"California","San Luis Obispo",2021,365,209,148,8,0,0,0,133,77,48,0,0,246,92,27
"California","San Mateo",2021,365,329,36,0,0,0,0,89,50,33,0,9,247,109,0
"California","Santa Barbara",2021,365,300,64,1,0,0,0,101,55,41,0,0,279,83,3
"California","Santa Clara",2021,365,228,130,7,0,0,0,147,71,44,0,1,178,186,0
"California","Santa Cruz",2021,365,339,26,0,0,0,0,77,47,34,0,0,256,109,0
"California","Shasta",2021,365,238,98,12,15,2,0,216,91,45,0,0,302,63,0
"California","Siskiyou",2021,364,274,60,6,24,0,0,192,73,40,0,0,221,143,0
"California","Solano",2021,365,267,95,3,0,0,0,126,62,40,0,1,239,124,1
"California","Sonoma",2021,365,321,44,0,0,0,0,88,52,33,0,0,217,137,11
"California","Stanislaus",2021,365,136,182,42,5,0,0,172,105,58,0,0,193,157,15
"California","Sutter",2021,364,165,177,17,5,0,0,169,90,54,0,0,149,214,1
"California","Tehama",2021,365,235,94,21,15,0,0,182,100,44,0,0,286,79,0
"California","Trinity",2021,313,218,49,4,23,7,12,622,166,30,0,0,0,313,0
"California","Tulare",2021,365,78,153,93,39,1,1,537,153,80,0,0,205,151,9
"California","Tuolumne",2021,360,295,63,2,0,0,0,136,61,41,0,0,360,0,0
"California","Ventura",2021,365,208,147,10,0,0,0,122,78,48,0,0,278,75,12
"California","Yolo",2021,365,273,86,4,2,0,0,157,64,39,0,0,269,95,1
"Colorado","Adams",2021,365,206,136,22,1,0,0,151,93,48,0,56,198,42,69
"Colorado","Alamosa",2021,51,51,0,0,0,0,0,26,19,9,0,0,0,51,0
"Colorado","Arapahoe",2021,365,222,106,34,3,0,0,161,101,46,0,0,356,9,0
"Colorado","Archuleta",2021,365,269,96,0,0,0,0,93,64,45,0,0,345,0,20
"Colorado","Boulder",2021,365,204,126,32,3,0,0,159,100,48,0,0,273,90,2
"Colorado","Clear Creek",2021,357,219,128,10,0,0,0,133,77,48,0,0,357,0,0
"Colorado","Delta",2021,365,301,62,2,0,0,0,141,56,42,0,0,332,26,7
"Colorado","Denver",2021,365,161,169,31,4,0,0,166,100,52,0,125,168,72,0
"Colorado","Douglas",2021,358,215,101,34,8,0,0,177,108,47,0,0,310,48,0
"Colorado","El Paso",2021,365,236,101,28,0,0,0,140,93,47,0,0,347,18,0
"Colorado","Fremont",2021,86,85,1,0,0,0,0,62,28,15,0,0,0,0,86
"Colorado","Garfield",2021,365,230,130,4,1,0,0,156,74,47,0,0,351,14,0
"Colorado","Gilpin",2021,363,250,94,18,1,0,0,151,84,46,0,0,363,0,0
"Colorado","Gunnison",2021,363,271,92,0,0,0,0,93,64,45,0,0,363,0,0
"Colorado","Jackson",2021,51,51,0,0,0,0,0,14,11,5,0,0,0,51,0
"Colorado","Jefferson",2021,365,222,88,44,11,0,0,172,115,47,0,2,363,0,0
"Colorado","La Plata",2021,364,249,111,4,0,0,0,140,71,47,1,0,349,14,0
"Colorado","Larimer",2021,365,197,133,32,3,0,0,156,100,50,0,0,332,33,0
"Colorado","Mesa",2021,365,278,85,2,0,0,0,139,64,44,0,0,310,55,0
"Colorado","Montezuma",2021,365,281,82,2,0,0,0,115,64,44,0,0,364,1,0
"Colorado","Pitkin",2021,118,117,1,0,0,0,0,53,25,11,0,0,0,9,109
"Colorado","Prowers",2021,361,345,14,1,0,0,1,576,39,19,0,0,0,0,361
"Colorado","Pueblo",2021,220,208,11,1,0,0,0,138,38,21,0,0,0,66,154
"Colorado","Rio Blanco",2021,365,251,109,4,1,0,0,155,77,45,0,0,333,32,0
"Colorado","Routt",2021,354,347,7,0,0,0,0,68,31,15,0,0,0,0,354
"Colorado","San Juan",2021,51,51,0,0,0,0,0,19,13,6,0,0,0,51,0
"Colorado","San Miguel",2021,117,115,2,0,0,0,0,52,29,14,0,0,0,0,117
"Colorado","Weld",2021,365,199,132,33,1,0,0,154,100,49,0,1,287,77,0
"Connecticut","Fairfield",2021,363,277,67,13,6,0,0,185,71,42,0,24,176,163,0
"Connecticut","Hartford",2021,365,296,66,3,0,0,0,136,58,37,0,22,209,134,0
"Connecticut","Litchfield",2021,364,320,41,3,0,0,0,142,54,37,1,0,305,58,0
"Connecticut","Middlesex",2021,207,171,25,10,1,0,0,151,80,39,0,0,207,0,0
"Connecticut","New Haven",2021,365,281,70,12,2,0,0,159,66,40,0,19,204,137,5
"Connecticut","New London",2021,363,311,45,7,0,0,0,129,55,36,0,0,179,184,0
"Connecticut","Tolland",2021,201,170,30,1,0,0,0,101,58,39,0,0,201,0,0
"Connecticut","Windham",2021,361,331,29,1,0,0,0,140,48,34,0,0,361,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2021,365,48,251,41,25,0,0,178,134,65,0,0,0,365,0
"Country Of Mexico","SONORA",2021,105,100,5,0,0,0,0,61,47,34,0,0,105,0,0
"Delaware","Kent",2021,268,222,44,2,0,0,0,108,59,40,0,0,204,64,0
"Delaware","New Castle",2021,274,198,72,4,0,0,0,144,69,43,1,3,185,85,0
"Delaware","Sussex",2021,273,234,39,0,0,0,0,100,55,39,0,0,216,57,0
"District Of Columbia","District of Columbia",2021,365,252,105,7,1,0,0,153,68,44,0,35,175,155,0
"Florida","Alachua",2021,364,350,14,0,0,0,0,84,46,34,0,0,230,134,0
"Florida","Baker",2021,365,330,35,0,0,0,0,87,50,35,0,0,206,159,0
"Florida","Bay",2021,365,324,41,0,0,0,0,76,51,39,0,0,178,187,0
"Florida","Brevard",2021,365,320,45,0,0,0,0,82,52,40,0,0,217,148,0
"Florida","Broward",2021,365,280,84,1,0,0,0,103,57,42,0,10,152,203,0
"Florida","Citrus",2021,358,324,34,0,0,0,0,81,50,33,0,0,0,358,0
"Florida","Collier",2021,363,330,33,0,0,0,0,79,50,36,0,0,190,173,0
"Florida","Columbia",2021,364,322,42,0,0,0,0,77,51,37,0,0,168,196,0
"Florida","Duval",2021,365,274,91,0,0,0,0,93,58,43,0,0,128,237,0
"Florida","Escambia",2021,365,297,68,0,0,0,0,72,55,41,0,0,172,193,0
"Florida","Flagler",2021,353,344,9,0,0,0,0,67,44,33,0,0,353,0,0
"Florida","Hamilton",2021,336,297,39,0,0,0,0,65,51,35,0,0,0,336,0
"Florida","Highlands",2021,358,344,14,0,0,0,0,93,46,33,0,0,358,0,0
"Florida","Hillsborough",2021,365,276,88,1,0,0,0,129,60,44,0,0,173,190,2
"Florida","Holmes",2021,362,313,49,0,0,0,0,71,52,38,0,0,126,236,0
"Florida","Indian River",2021,360,345,15,0,0,0,0,74,47,36,0,0,360,0,0
"Florida","Lake",2021,356,338,18,0,0,0,0,87,48,34,0,0,356,0,0
"Florida","Lee",2021,365,332,33,0,0,0,0,97,50,36,0,0,241,120,4
"Florida","Leon",2021,365,300,65,0,0,0,0,77,55,39,0,0,136,229,0
"Florida","Liberty",2021,364,358,6,0,0,0,0,61,44,32,0,0,364,0,0
"Florida","Manatee",2021,365,355,10,0,0,0,0,93,45,32,0,0,365,0,0
"Florida","Marion",2021,365,320,44,1,0,0,0,101,51,37,0,0,242,123,0
"Florida","Martin",2021,365,325,40,0,0,0,0,87,51,38,0,0,179,186,0
"Florida","Miami-Dade",2021,365,300,63,2,0,0,0,135,59,41,0,32,153,180,0
"Florida","Okaloosa",2021,365,359,6,0,0,0,0,61,44,33,0,0,357,0,8
"Florida","Orange",2021,365,331,34,0,0,0,0,87,50,35,0,0,292,66,7
"Florida","Osceola",2021,355,339,16,0,0,0,0,93,46,33,0,0,355,0,0
"Florida","Palm Beach",2021,365,333,32,0,0,0,0,81,50,38,0,0,208,157,0
"Florida","Pasco",2021,365,346,19,0,0,0,0,87,47,35,0,0,365,0,0
"Florida","Pinellas",2021,365,305,60,0,0,0,0,94,55,40,0,0,204,160,1
"Florida","Polk",2021,365,314,51,0,0,0,0,84,53,39,0,0,187,178,0
"Florida","Putnam",2021,340,340,0,0,0,0,0,46,28,16,0,0,0,0,340
"Florida","Santa Rosa",2021,364,324,40,0,0,0,0,76,51,38,0,0,211,153,0
"Florida","Sarasota",2021,365,317,48,0,0,0,0,90,54,39,0,0,195,170,0
"Florida","Seminole",2021,365,327,38,0,0,0,0,97,51,37,0,0,239,126,0
"Florida","St. Lucie",2021,363,353,10,0,0,0,0,74,45,33,0,0,363,0,0
"Florida","Volusia",2021,363,314,49,0,0,0,0,77,53,40,0,0,197,166,0
"Florida","Wakulla",2021,365,340,25,0,0,0,0,78,48,35,2,0,209,154,0
"Georgia","Bibb",2021,365,274,89,2,0,0,0,131,62,40,0,0,113,252,0
"Georgia","Charlton",2021,51,51,0,0,0,0,0,48,30,18,0,0,0,51,0
"Georgia","Chatham",2021,363,275,87,1,0,0,0,103,59,41,0,0,89,274,0
"Georgia","Chattooga",2021,245,238,7,0,0,0,0,80,45,33,0,0,245,0,0
"Georgia","Clarke",2021,365,262,102,1,0,0,0,107,61,41,0,0,120,245,0
"Georgia","Clayton",2021,121,97,24,0,0,0,0,71,57,33,0,0,0,121,0
"Georgia","Cobb",2021,285,251,34,0,0,0,0,80,52,39,0,0,212,73,0
"Georgia","Coffee",2021,118,112,6,0,0,0,0,65,43,26,0,0,0,118,0
"Georgia","Columbia",2021,245,239,6,0,0,0,0,67,46,33,0,0,245,0,0
"Georgia","Dawson",2021,245,230,15,0,0,0,0,87,47,36,0,0,245,0,0
"Georgia","DeKalb",2021,365,268,95,2,0,0,0,119,61,41,0,37,117,211,0
"Georgia","Dougherty",2021,352,263,85,4,0,0,0,133,65,39,0,0,0,352,0
"Georgia","Douglas",2021,244,215,27,2,0,0,0,101,58,38,0,0,244,0,0
"Georgia","Floyd",2021,354,295,57,2,0,0,0,141,57,29,0,0,0,354,0
"Georgia","Fulton",2021,365,224,137,4,0,0,0,150,67,44,0,11,94,260,0
"Georgia","Glynn",2021,322,298,24,0,0,0,0,77,48,34,0,0,213,109,0
"Georgia","Gwinnett",2021,324,230,92,2,0,0,0,108,63,42,0,0,129,195,0
"Georgia","Hall",2021,365,291,74,0,0,0,0,81,57,34,0,0,0,365,0
"Georgia","Henry",2021,360,296,63,1,0,0,0,112,58,35,0,0,176,184,0
"Georgia","Houston",2021,359,273,82,4,0,0,0,111,61,37,0,0,0,359,0
"Georgia","Lowndes",2021,358,293,65,0,0,0,0,84,55,35,0,0,0,358,0
"Georgia","Murray",2021,257,225,32,0,0,0,0,87,51,38,0,0,240,17,0
"Georgia","Muscogee",2021,353,284,67,1,1,0,0,154,58,36,0,0,147,206,0
"Georgia","Pike",2021,352,326,26,0,0,0,0,80,49,36,0,0,352,0,0
"Georgia","Richmond",2021,364,235,122,7,0,0,0,145,66,43,0,0,115,248,1
"Georgia","Rockdale",2021,243,216,27,0,0,0,0,93,54,39,0,0,243,0,0
"Georgia","Sumter",2021,245,228,17,0,0,0,0,74,49,35,0,0,245,0,0
"Georgia","Walker",2021,233,150,82,1,0,0,0,110,64,43,0,0,0,233,0
"Georgia","Washington",2021,365,263,99,3,0,0,0,111,65,38,0,0,0,365,0
"Hawaii","Hawaii",2021,365,358,7,0,0,0,0,60,36,19,0,0,0,365,0
"Hawaii","Honolulu",2021,365,364,1,0,0,0,0,52,38,26,1,3,309,42,10
"Hawaii","Kauai",2021,364,364,0,0,0,0,0,35,22,13,0,50,0,314,0
"Hawaii","Maui",2021,361,360,1,0,0,0,0,58,23,15,0,0,0,361,0
"Idaho","Ada",2021,365,251,96,15,3,0,0,168,77,43,0,13,244,106,2
"Idaho","Bannock",2021,365,279,79,6,1,0,0,154,72,39,0,0,138,165,62
"Idaho","Benewah",2021,364,249,101,7,7,0,0,185,70,38,0,0,0,364,0
"Idaho","Blaine",2021,350,305,35,10,0,0,0,144,61,18,0,0,0,350,0
"Idaho","Boise",2021,365,258,95,10,2,0,0,159,68,37,0,0,0,365,0
"Idaho","Bonner",2021,364,303,51,4,6,0,0,188,58,28,0,0,0,295,69
"Idaho","Bonneville",2021,356,306,41,9,0,0,0,144,63,23,0,0,0,356,0
"Idaho","Butte",2021,362,294,67,1,0,0,0,101,64,42,0,0,361,1,0
"Idaho","Canyon",2021,365,266,90,5,4,0,0,166,67,36,0,0,0,317,48
"Idaho","Custer",2021,43,43,0,0,0,0,0,13,11,5,0,0,0,43,0
"Idaho","Franklin",2021,365,304,55,6,0,0,0,119,61,21,0,0,0,365,0
"Idaho","Idaho",2021,365,280,69,9,7,0,0,178,74,40,0,0,226,139,0
"Idaho","Kootenai",2021,357,310,39,3,5,0,0,184,55,23,0,0,0,357,0
"Idaho","Latah",2021,360,321,29,5,5,0,0,184,51,15,0,0,0,360,0
"Idaho","Lemhi",2021,365,236,109,16,4,0,0,167,81,35,0,0,0,365,0
"Idaho","Nez Perce",2021,365,288,59,15,3,0,0,188,74,26,0,0,0,365,0
"Idaho","Shoshone",2021,363,245,103,9,6,0,0,172,71,37,0,0,0,359,4
"Idaho","Twin Falls",2021,361,314,40,7,0,0,0,144,56,21,0,0,0,361,0
"Idaho","Valley",2021,351,254,88,7,2,0,0,159,68,30,0,0,0,351,0
"Illinois","Adams",2021,242,219,23,0,0,0,0,93,50,40,0,0,242,0,0
"Illinois","Champaign",2021,365,289,76,0,0,0,0,99,60,38,0,0,220,145,0
"Illinois","Clark",2021,363,344,19,0,0,0,0,84,46,34,0,0,363,0,0
"Illinois","Cook",2021,365,153,191,20,1,0,0,156,88,54,0,26,115,189,35
"Illinois","DuPage",2021,365,241,122,2,0,0,0,105,65,44,0,0,151,214,0
"Illinois","Effingham",2021,237,226,11,0,0,0,0,77,46,37,0,0,237,0,0
"Illinois","Hamilton",2021,364,280,82,2,0,0,0,115,61,40,0,0,152,212,0
"Illinois","Jersey",2021,360,287,71,2,0,0,0,112,56,40,0,0,175,185,0
"Illinois","Jo Daviess",2021,362,336,26,0,0,0,0,97,47,36,0,0,362,0,0
"Illinois","Kane",2021,285,211,73,1,0,0,0,112,66,42,0,0,205,80,0
"Illinois","Lake",2021,244,180,55,9,0,0,0,136,77,42,0,0,244,0,0
"Illinois","Macon",2021,361,257,101,3,0,0,0,112,64,43,0,0,149,212,0
"Illinois","Macoupin",2021,358,339,19,0,0,0,0,93,48,31,0,131,227,0,0
"Illinois","Madison",2021,365,180,179,6,0,0,0,143,72,51,0,0,118,246,1
"Illinois","McHenry",2021,363,253,108,2,0,0,0,105,64,42,0,0,174,189,0
"Illinois","McLean",2021,365,271,93,1,0,0,0,107,59,41,0,0,148,217,0
"Illinois","Peoria",2021,361,251,109,1,0,0,0,101,62,43,0,0,155,206,0
"Illinois","Randolph",2021,355,286,68,1,0,0,0,122,58,40,0,0,177,178,0
"Illinois","Rock Island",2021,361,264,94,3,0,0,0,112,63,43,0,0,149,212,0
"Illinois","Saint Clair",2021,365,232,130,2,1,0,0,185,64,44,0,8,95,262,0
"Illinois","Sangamon",2021,362,292,70,0,0,0,0,97,57,38,0,0,156,206,0
"Illinois","Will",2021,365,232,131,2,0,0,0,105,64,44,0,0,138,227,0
"Illinois","Winnebago",2021,360,248,112,0,0,0,0,100,65,43,0,0,164,196,0
"Indiana","Allen",2021,365,293,72,0,0,0,0,100,59,37,0,0,276,89,0
"Indiana","Bartholomew",2021,364,303,61,0,0,0,0,93,56,38,0,0,238,126,0
"Indiana","Boone",2021,365,337,27,1,0,0,0,101,48,33,0,0,365,0,0
"Indiana","Brown",2021,361,341,20,0,0,0,0,84,46,33,0,0,361,0,0
"Indiana","Carroll",2021,365,338,26,1,0,0,0,105,48,34,0,0,365,0,0
"Indiana","Clark",2021,365,242,123,0,0,0,0,96,67,43,0,0,137,228,0
"Indiana","Delaware",2021,362,317,45,0,0,0,0,97,53,36,0,0,313,49,0
"Indiana","Dubois",2021,125,99,26,0,0,0,0,93,59,33,0,0,0,119,6
"Indiana","Elkhart",2021,365,275,90,0,0,0,0,87,58,39,0,0,212,153,0
"Indiana","Floyd",2021,363,340,23,0,0,0,0,100,48,34,0,0,363,0,0
"Indiana","Greene",2021,356,305,51,0,0,0,0,100,54,37,0,0,306,50,0
"Indiana","Hamilton",2021,365,278,87,0,0,0,0,100,63,39,0,0,221,144,0
"Indiana","Hendricks",2021,365,347,18,0,0,0,0,80,46,33,0,0,365,0,0
"Indiana","Henry",2021,117,98,19,0,0,0,0,79,57,28,0,0,0,117,0
"Indiana","Howard",2021,361,283,76,2,0,0,0,105,59,40,0,0,227,134,0
"Indiana","Knox",2021,360,320,38,2,0,0,0,108,51,36,0,0,360,0,0
"Indiana","LaPorte",2021,365,296,64,5,0,0,0,143,62,37,0,0,332,33,0
"Indiana","Lake",2021,365,209,150,5,1,0,0,169,71,47,0,11,111,237,6
"Indiana","Madison",2021,364,260,104,0,0,0,0,97,64,43,0,0,187,177,0
"Indiana","Marion",2021,365,159,200,6,0,0,0,114,79,53,0,10,77,278,0
"Indiana","Monroe",2021,352,296,56,0,0,0,0,95,56,33,0,0,0,352,0
"Indiana","Perry",2021,363,334,29,0,0,0,0,97,50,36,0,0,363,0,0
"Indiana","Porter",2021,365,269,89,7,0,0,0,136,66,40,0,0,211,142,12
"Indiana","Posey",2021,360,344,16,0,0,0,0,77,45,32,0,0,360,0,0
"Indiana","Shelby",2021,365,345,20,0,0,0,0,100,46,33,0,0,365,0,0
"Indiana","Spencer",2021,120,96,24,0,0,0,0,87,57,31,0,0,0,120,0
"Indiana","St. Joseph",2021,365,225,139,1,0,0,0,105,67,45,0,1,165,199,0
"Indiana","Tippecanoe",2021,349,288,61,0,0,0,0,97,57,33,0,0,0,349,0
"Indiana","Vanderburgh",2021,365,259,105,1,0,0,0,109,64,42,0,0,154,211,0
"Indiana","Vigo",2021,365,255,110,0,0,0,0,99,64,42,0,0,160,205,0
"Indiana","Wabash",2021,362,327,34,1,0,0,0,101,50,35,0,0,362,0,0
"Indiana","Warrick",2021,365,337,27,1,0,0,0,105,48,35,0,0,365,0,0
"Indiana","Whitley",2021,361,276,85,0,0,0,0,96,59,35,0,0,0,361,0
"Iowa","Black Hawk",2021,365,292,73,0,0,0,0,96,58,35,0,0,0,365,0
"Iowa","Bremer",2021,244,223,21,0,0,0,0,90,49,40,0,0,244,0,0
"Iowa","Cerro Gordo",2021,120,118,2,0,0,0,0,56,31,19,0,0,0,0,120
"Iowa","Clinton",2021,365,204,159,2,0,0,0,112,66,47,0,0,117,248,0
"Iowa","Harrison",2021,243,216,27,0,0,0,0,87,54,39,0,0,243,0,0
"Iowa","Johnson",2021,364,255,107,2,0,0,0,121,62,39,0,0,0,364,0
"Iowa","Lee",2021,101,81,20,0,0,0,0,69,58,32,0,0,0,101,0
"Iowa","Linn",2021,365,235,126,4,0,0,0,123,66,44,0,0,128,236,1
"Iowa","Montgomery",2021,351,302,48,1,0,0,0,112,54,37,0,0,168,183,0
"Iowa","Muscatine",2021,365,290,75,0,0,0,0,88,58,34,0,0,0,363,2
"Iowa","Palo Alto",2021,362,288,70,2,2,0,0,162,59,39,0,0,182,180,0
"Iowa","Polk",2021,365,284,80,1,0,0,0,110,61,40,0,13,158,189,5
"Iowa","Pottawattamie",2021,124,100,23,1,0,0,0,117,57,33,0,0,0,120,4
"Iowa","Scott",2021,365,207,157,1,0,0,0,102,66,48,0,0,115,173,77
"Iowa","Van Buren",2021,362,297,65,0,0,0,0,93,55,39,0,0,153,207,2
"Iowa","Woodbury",2021,115,94,20,0,1,0,0,163,59,31,0,0,0,115,0
"Kansas","Chase",2021,49,48,1,0,0,0,0,64,37,18,0,0,0,49,0
"Kansas","Ford",2021,358,353,5,0,0,0,0,80,32,17,0,0,0,0,358
"Kansas","Johnson",2021,364,275,85,4,0,0,0,138,62,40,0,0,190,173,1
"Kansas","Leavenworth",2021,348,330,16,2,0,0,0,126,47,34,0,0,348,0,0
"Kansas","Neosho",2021,362,251,109,2,0,0,0,145,62,42,0,0,158,185,19
"Kansas","Sedgwick",2021,365,274,86,5,0,0,0,141,64,43,0,10,228,114,13
"Kansas","Shawnee",2021,365,263,99,2,1,0,0,151,63,42,0,0,178,181,6
"Kansas","Sherman",2021,320,308,11,0,0,1,0,221,38,17,0,0,0,0,320
"Kansas","Sumner",2021,365,237,124,4,0,0,0,147,65,44,0,0,137,200,28
"Kansas","Trego",2021,362,284,72,5,0,0,1,320,62,42,0,2,288,62,10
"Kansas","Wyandotte",2021,365,242,116,7,0,0,0,145,65,44,0,2,137,221,5
"Kentucky","Bell",2021,364,252,110,2,0,0,0,112,64,43,0,0,100,264,0
